Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-01929,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with Git, React, Node.js, HTML. You will be responsible for database management and frontend UI development.","Git, React, Node.js, HTML",Lead (8-12 yrs),Sydney,3231000.0,2022-05-12
JOB-01930,Cloud Architect,"Exciting opportunity for a Cloud Architect! Must be proficient in Microservices, Security, Networking, AWS, Kubernetes, Serverless. Key responsibilities include migration planning and security architecture.","Microservices, Security, Networking, AWS, Kubernetes, Serverless",Lead (8-12 yrs),Hyderabad,2306000.0,2022-01-16
JOB-01931,Data Analyst,"We need an experienced Data Analyst who can work with SQL, Pandas, Tableau, Data Visualization, Power BI, Python. The role focuses on analyzing business metrics and data quality assurance and delivering high-quality solutions.","SQL, Pandas, Tableau, Data Visualization, Power BI, Python",Lead (8-12 yrs),Bangalore,3750000.0,2022-12-09
JOB-01932,AI Engineer,"Hiring a AI Engineer with strong expertise in NLP, MLOps, Python, Docker, LangChain, OpenAI, TensorFlow, Deep Learning. You will training deep learning models and integrating AI into products and drive innovation in our technology stack.","NLP, MLOps, Python, Docker, LangChain, OpenAI, TensorFlow, Deep Learning",Fresher (0-1 yrs),Singapore,357000.0,2020-01-20
JOB-01933,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: Kubernetes, AWS, MLOps, NLP, Deep Learning, PyTorch. This role involves optimizing model performance and deploying ML models to production and collaborating with cross-functional teams.","Kubernetes, AWS, MLOps, NLP, Deep Learning, PyTorch",Lead (8-12 yrs),New York,3254000.0,2025-01-18
JOB-01934,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Network Security, Linux, Penetration Testing, Firewalls, Incident Response, Compliance. The role focuses on vulnerability assessment and security audits and delivering high-quality solutions.","Network Security, Linux, Penetration Testing, Firewalls, Incident Response, Compliance",Mid (3-5 yrs),Hyderabad,927000.0,2024-02-24
JOB-01935,Data Scientist,"Exciting opportunity for a Data Scientist! Must be proficient in Jupyter, SQL, Machine Learning, TensorFlow, PyTorch, NLP, Deep Learning. Key responsibilities include building predictive models and analyzing large datasets.","Jupyter, SQL, Machine Learning, TensorFlow, PyTorch, NLP, Deep Learning",Senior (5-8 yrs),Austin,2057000.0,2025-04-01
JOB-01936,Site Reliability Engineer,"We are looking for a skilled Site Reliability Engineer to join our team. The ideal candidate should have experience with Kubernetes, Linux, Docker, Incident Management. You will be responsible for capacity planning and ensuring system reliability.","Kubernetes, Linux, Docker, Incident Management",Mid (3-5 yrs),Dublin,972000.0,2024-11-20
JOB-01937,QA Engineer,"Exciting opportunity for a QA Engineer! Must be proficient in Selenium, API Testing, Java, CI/CD. Key responsibilities include quality assurance and test automation.","Selenium, API Testing, Java, CI/CD",Fresher (0-1 yrs),Hyderabad,535000.0,2025-05-17
JOB-01938,Blockchain Developer,"We need an experienced Blockchain Developer who can work with DeFi, Python, Node.js, Ethereum, Web3. The role focuses on blockchain architecture and smart contract development and delivering high-quality solutions.","DeFi, Python, Node.js, Ethereum, Web3",Mid (3-5 yrs),New York,1465000.0,2024-12-05
JOB-01939,Frontend Developer,"Exciting opportunity for a Frontend Developer! Must be proficient in HTML, Git, CSS, Webpack, Figma, REST API. Key responsibilities include implementing design systems and building responsive user interfaces.","HTML, Git, CSS, Webpack, Figma, REST API",Mid (3-5 yrs),Pune,1494000.0,2025-03-19
JOB-01940,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Ethereum, Rust, Node.js, Web3, Solidity, Python, DeFi. Key responsibilities include blockchain architecture and DApp building.","Ethereum, Rust, Node.js, Web3, Solidity, Python, DeFi",Senior (5-8 yrs),Seattle,2201000.0,2025-02-19
JOB-01941,AI Engineer,"We need an experienced AI Engineer who can work with Docker, NLP, LangChain. The role focuses on developing AI solutions and integrating AI into products and delivering high-quality solutions.","Docker, NLP, LangChain",Fresher (0-1 yrs),New York,565000.0,2022-10-24
JOB-01942,Software Engineer,"Exciting opportunity for a Software Engineer! Must be proficient in JavaScript, Git, Java. Key responsibilities include software design and technical documentation.","JavaScript, Git, Java",Mid (3-5 yrs),San Francisco,1077000.0,2022-07-20
JOB-01943,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with Node.js, Kubernetes, Redis, Microservices, REST API, SQL, Docker, Spring Boot. You will be responsible for database optimization and microservices architecture.","Node.js, Kubernetes, Redis, Microservices, REST API, SQL, Docker, Spring Boot",Lead (8-12 yrs),San Francisco,3598000.0,2025-05-12
JOB-01944,Software Engineer,"Hiring a Software Engineer with strong expertise in Data Structures, JavaScript, REST API, Linux, Java, Agile, Algorithms, Docker. You will code reviews and technical documentation and drive innovation in our technology stack.","Data Structures, JavaScript, REST API, Linux, Java, Agile, Algorithms, Docker",Lead (8-12 yrs),Dublin,3773000.0,2023-06-12
JOB-01945,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with SQL, Node.js, HTML, Git, MongoDB, Vue.js. You will be responsible for designing RESTful APIs and frontend UI development.","SQL, Node.js, HTML, Git, MongoDB, Vue.js",Junior (1-3 yrs),Austin,665000.0,2023-08-04
JOB-01946,Data Engineer,"We are looking for a skilled Data Engineer to join our team. The ideal candidate should have experience with Scala, Python, AWS, ETL, SQL, Snowflake, Kafka. You will be responsible for ETL processes and building data pipelines.","Scala, Python, AWS, ETL, SQL, Snowflake, Kafka",Junior (1-3 yrs),London,840000.0,2025-03-16
JOB-01947,DevOps Engineer,"We need an experienced DevOps Engineer who can work with Kubernetes, Linux, Bash, Docker, Monitoring. The role focuses on monitoring and alerting and infrastructure automation and delivering high-quality solutions.","Kubernetes, Linux, Bash, Docker, Monitoring",Lead (8-12 yrs),Kochi,2585000.0,2021-06-11
JOB-01948,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with Scrum, A/B Testing, SQL, Stakeholder Management. You will be responsible for user research and feature prioritization.","Scrum, A/B Testing, SQL, Stakeholder Management",Principal (12+ yrs),Berlin,5441000.0,2021-11-16
JOB-01949,Data Scientist,"Exciting opportunity for a Data Scientist! Must be proficient in Scikit-learn, Data Visualization, Statistics, R, Python. Key responsibilities include building predictive models and analyzing large datasets.","Scikit-learn, Data Visualization, Statistics, R, Python",Mid (3-5 yrs),Toronto,961000.0,2022-12-02
JOB-01950,Machine Learning Engineer,"We need an experienced Machine Learning Engineer who can work with Computer Vision, Machine Learning, Kubernetes, Scikit-learn, AWS, NLP, Deep Learning, Docker. The role focuses on deploying ML models to production and building ML pipelines and delivering high-quality solutions.","Computer Vision, Machine Learning, Kubernetes, Scikit-learn, AWS, NLP, Deep Learning, Docker",Junior (1-3 yrs),Berlin,935000.0,2024-10-22
JOB-01951,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Selenium, Python, Performance Testing, Java, API Testing. This role involves bug tracking and test automation and collaborating with cross-functional teams.","Selenium, Python, Performance Testing, Java, API Testing",Lead (8-12 yrs),Pune,2325000.0,2024-09-07
JOB-01952,Database Administrator,"Join our growing team as a Database Administrator. Required skills: Oracle, Data Modeling, Python, MongoDB, Linux, PostgreSQL, Database Tuning, MySQL. This role involves data migration and backup and recovery and collaborating with cross-functional teams.","Oracle, Data Modeling, Python, MongoDB, Linux, PostgreSQL, Database Tuning, MySQL",Principal (12+ yrs),Dublin,5279000.0,2018-01-22
JOB-01953,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with Test Automation, CI/CD, JIRA, Java, Performance Testing, Manual Testing, Selenium. You will be responsible for bug tracking and test automation.","Test Automation, CI/CD, JIRA, Java, Performance Testing, Manual Testing, Selenium",Senior (5-8 yrs),Ahmedabad,1876000.0,2023-07-25
JOB-01954,Frontend Developer,"We need an experienced Frontend Developer who can work with HTML, Vue.js, Git, TypeScript, Redux. The role focuses on implementing design systems and optimizing web performance and delivering high-quality solutions.","HTML, Vue.js, Git, TypeScript, Redux",Senior (5-8 yrs),Bangalore,1738000.0,2020-12-27
JOB-01955,Mobile App Developer,"We need an experienced Mobile App Developer who can work with Git, TypeScript, Flutter, Firebase, JavaScript, REST API, React Native. The role focuses on app store deployment and performance optimization and delivering high-quality solutions.","Git, TypeScript, Flutter, Firebase, JavaScript, REST API, React Native",Lead (8-12 yrs),Kochi,2959000.0,2022-11-23
JOB-01956,Machine Learning Engineer,"Exciting opportunity for a Machine Learning Engineer! Must be proficient in Deep Learning, Docker, Machine Learning, Scikit-learn, MLOps. Key responsibilities include optimizing model performance and building ML pipelines.",,Senior (5-8 yrs),Chennai,1844000.0,2020-06-11
JOB-01957,Systems Administrator,"We need an experienced Systems Administrator who can work with Monitoring, VMware, PowerShell. The role focuses on server management and security patching and delivering high-quality solutions.","Monitoring, VMware, PowerShell",Senior (5-8 yrs),Sydney,1860000.0,2024-10-13
JOB-01958,Backend Developer,"Join our growing team as a Backend Developer. Required skills: Redis, RabbitMQ, Node.js, REST API. This role involves microservices architecture and designing scalable backend systems and collaborating with cross-functional teams.","Redis, RabbitMQ, Node.js, REST API",Junior (1-3 yrs),Ahmedabad,952000.0,2021-08-05
JOB-01959,Business Intelligence Analyst,"Hiring a Business Intelligence Analyst with strong expertise in Tableau, Excel, ETL, Statistics, SQL, Data Visualization, Python, DAX. You will report automation and business requirements analysis and drive innovation in our technology stack.","Tableau, Excel, ETL, Statistics, SQL, Data Visualization, Python, DAX",Mid (3-5 yrs),London,1062000.0,2022-01-09
JOB-01960,Cybersecurity Analyst,"Exciting opportunity for a Cybersecurity Analyst! Must be proficient in Compliance, Python, Network Security, Encryption, Penetration Testing, Linux. Key responsibilities include incident response and vulnerability assessment.","Compliance, Python, Network Security, Encryption, Penetration Testing, Linux",Senior (5-8 yrs),Toronto,2101000.0,2018-12-05
JOB-01961,Cloud Architect,"We are looking for a skilled Cloud Architect to join our team. The ideal candidate should have experience with Networking, AWS, Kubernetes, Microservices. You will be responsible for cost optimization and designing cloud infrastructure.","Networking, AWS, Kubernetes, Microservices",Junior (1-3 yrs),Jaipur,941000.0,2019-07-12
JOB-01962,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with Data Analysis, User Research, Scrum, A/B Testing, JIRA, Roadmapping. You will be responsible for feature prioritization and user research.","Data Analysis, User Research, Scrum, A/B Testing, JIRA, Roadmapping",Principal (12+ yrs),Austin,4649000.0,2018-06-03
JOB-01963,Cloud Architect,"Hiring a Cloud Architect with strong expertise in Kubernetes, Security, Linux, AWS. You will migration planning and cost optimization and drive innovation in our technology stack.","Kubernetes, Security, Linux, AWS",Junior (1-3 yrs),Delhi NCR,956000.0,2022-11-09
